period_idx,start_time_s,duration_s,sensor,unit,mean,std,min,max,n_samples
26,3379.999,20.9,gyro_z,rad/s,0.011135,0.022998,-0.015,0.1129,210
26,3379.999,20.9,mag_x,μT,-11.758095,4.508933,-15.37,4.75,210
26,3379.999,20.9,mag_y,μT,-28.667952,0.599598,-31.12,-27.75,210
26,3379.999,20.9,mag_z,μT,30.766857,1.561332,21.25,33.0,210
27,3634.999,8.9,acc_x,m/s²,0.08309,0.79639,-2.3103,1.7183,90
27,3634.999,8.9,acc_y,m/s²,-0.833493,0.971585,-3.3818,1.0494,90
27,3634.999,8.9,acc_z,m/s²,9.834243,0.326273,8.8956,10.7455,90
27,3634.999,8.9,grav_x,m/s²,-0.006556,0.011423,-0.0373,0.026,90
27,3634.999,8.9,grav_y,m/s²,-0.004087,0.016791,-0.0563,0.0491,90
27,3634.999,8.9,grav_z,m/s²,9.806578,4.7e-05,9.8064,9.8066,90
27,3634.999,8.9,gyro_x,rad/s,-0.007913,0.057156,-0.1387,0.1489,90
27,3634.999,8.9,gyro_y,rad/s,-0.180469,0.214771,-0.6649,0.0454,90
27,3634.999,8.9,gyro_z,rad/s,0.031932,0.04066,-0.0726,0.1443,90
27,3634.999,8.9,mag_x,μT,-20.077444,7.449612,-29.62,-11.44,90
27,3634.999,8.9,mag_y,μT,-28.099444,0.635583,-29.44,-26.69,90
27,3634.999,8.9,mag_z,μT,24.838,7.832503,11.75,32.63,90
28,3679.899,12.0,acc_x,m/s²,0.147042,0.702363,-1.4323,2.155,121
28,3679.899,12.0,acc_y,m/s²,-0.051828,0.597761,-0.9009,2.1715,121
28,3679.899,12.0,acc_z,m/s²,9.880879,0.168742,9.3188,10.5398,121
28,3679.899,12.0,grav_x,m/s²,-0.00111,0.005636,-0.0137,0.0193,121
28,3679.899,12.0,grav_y,m/s²,-1.3e-05,0.00686,-0.0419,0.0198,121
28,3679.899,12.0,grav_z,m/s²,9.806586,3.5e-05,9.8065,9.8066,121
28,3679.899,12.0,gyro_x,rad/s,-0.005879,0.030672,-0.1027,0.0816,121
28,3679.899,12.0,gyro_y,rad/s,-0.132365,0.17823,-0.6107,0.0232,121
28,3679.899,12.0,gyro_z,rad/s,0.01916,0.027824,-0.0263,0.1054,121
28,3679.899,12.0,mag_x,μT,1.698678,5.310441,-12.44,5.75,121
28,3679.899,12.0,mag_y,μT,-32.514215,0.648345,-34.19,-31.19,121
28,3679.899,12.0,mag_z,μT,6.986116,6.662093,-6.94,12.81,121
29,3737.0,9.9,acc_x,m/s²,1.236152,0.883077,-0.4045,3.3462,100
29,3737.0,9.9,acc_y,m/s²,-0.395422,0.47302,-1.8806,0.4634,100
29,3737.0,9.9,acc_z,m/s²,9.810359,0.213964,9.0702,10.7144,100
29,3737.0,9.9,grav_x,m/s²,0.000425,0.014816,-0.0534,0.0466,100
29,3737.0,9.9,grav_y,m/s²,0.000616,0.005567,-0.0225,0.0195,100
29,3737.0,9.9,grav_z,m/s²,9.806571,5e-05,9.8064,9.8066,100
29,3737.0,9.9,gyro_x,rad/s,0.003428,0.035646,-0.1223,0.147,100
29,3737.0,9.9,gyro_y,rad/s,-0.010931,0.019199,-0.0736,0.039,100
29,3737.0,9.9,gyro_z,rad/s,0.005581,0.023802,-0.0667,0.0971,100
29,3737.0,9.9,mag_x,μT,-28.9398,0.387897,-29.87,-28.0,100
29,3737.0,9.9,mag_y,μT,-28.8816,0.416993,-29.81,-27.94,100
29,3737.0,9.9,mag_z,μT,12.4851,0.6462,11.44,14.13,100
30,3882.0,9.8,acc_x,m/s²,-0.567909,0.511004,-2.066,0.4754,99
30,3882.0,9.8,acc_y,m/s²,-0.381165,0.706592,-2.2691,1.4528,99
30,3882.0,9.8,acc_z,m/s²,9.856841,0.154874,9.382,10.3205,99
30,3882.0,9.8,grav_x,m/s²,-0.000514,0.006586,-0.0189,0.0174,99
30,3882.0,9.8,grav_y,m/s²,0.002255,0.006905,-0.0184,0.0304,99
30,3882.0,9.8,grav_z,m/s²,9.806591,2.9e-05,9.8065,9.8066,99
30,3882.0,9.8,gyro_x,rad/s,-0.006046,0.033472,-0.1226,0.0796,99
30,3882.0,9.8,gyro_y,rad/s,-0.137221,0.151281,-0.4215,0.0257,99
30,3882.0,9.8,gyro_z,rad/s,0.021419,0.031206,-0.026,0.1183,99
30,3882.0,9.8,mag_x,μT,3.441818,3.927598,-7.87,6.5,99
30,3882.0,9.8,mag_y,μT,-32.715253,0.6493,-34.25,-31.37,99
30,3882.0,9.8,mag_z,μT,8.330808,7.228889,-6.94,15.0,99
31,3919.0,8.9,acc_x,m/s²,1.139601,0.650496,0.1678,2.5786,90
31,3919.0,8.9,acc_y,m/s²,0.015067,0.444565,-0.9608,1.0835,90
31,3919.0,8.9,acc_z,m/s²,9.809421,0.184795,9.2366,10.4331,90
31,3919.0,8.9,grav_x,m/s²,0.001127,0.009432,-0.0248,0.035,90
31,3919.0,8.9,grav_y,m/s²,0.001098,0.006123,-0.0091,0.0209,90
31,3919.0,8.9,grav_z,m/s²,9.806586,3.5e-05,9.8065,9.8066,90
31,3919.0,8.9,gyro_x,rad/s,0.003204,0.035778,-0.1254,0.1134,90
31,3919.0,8.9,gyro_y,rad/s,-0.00306,0.095864,-0.2004,0.2183,90
31,3919.0,8.9,gyro_z,rad/s,0.00098,0.023456,-0.0701,0.0527,90
31,3919.0,8.9,mag_x,μT,-28.269222,1.027062,-30.19,-26.19,90
31,3919.0,8.9,mag_y,μT,-28.782111,1.186268,-30.81,-26.12,90
31,3919.0,8.9,mag_z,μT,11.371111,2.196713,8.88,16.38,90
32,3955.0,8.9,acc_x,m/s²,0.534929,0.996369,-3.4993,2.3626,90
32,3955.0,8.9,acc_y,m/s²,0.138227,0.878959,-4.0924,2.5229,90
32,3955.0,8.9,acc_z,m/s²,9.886407,0.338018,8.9895,11.2819,90
32,3955.0,8.9,grav_x,m/s²,0.002874,0.016018,-0.0674,0.0646,90
32,3955.0,8.9,grav_y,m/s²,0.001299,0.012644,-0.0496,0.0473,90
32,3955.0,8.9,grav_z,m/s²,9.806572,5.8e-05,9.8063,9.8066,90
32,3955.0,8.9,gyro_x,rad/s,0.005097,0.091172,-0.4713,0.3776,90
32,3955.0,8.9,gyro_y,rad/s,0.100642,0.143446,-0.13,0.345,90
32,3955.0,8.9,gyro_z,rad/s,-0.011723,0.040469,-0.197,0.0961,90
32,3955.0,8.9,mag_x,μT,-17.121778,4.235968,-26.44,-12.0,90
32,3955.0,8.9,mag_y,μT,-32.284667,1.497546,-34.87,-28.81,90
32,3955.0,8.9,mag_z,μT,-0.523444,4.341371,-4.56,10.75,90
33,4197.9,9.0,acc_x,m/s²,0.30051,1.227788,-3.324,3.2058,91
33,4197.9,9.0,acc_y,m/s²,-0.684965,1.673819,-5.0923,4.5795,91
33,4197.9,9.0,acc_z,m/s²,9.945158,0.667819,7.7389,11.6425,91
33,4197.9,9.0,grav_x,m/s²,0.00249,0.021453,-0.0413,0.074,91
33,4197.9,9.0,grav_y,m/s²,-0.010696,0.034999,-0.0944,0.0812,91
33,4197.9,9.0,grav_z,m/s²,9.806493,0.00014,9.8059,9.8066,91
33,4197.9,9.0,gyro_x,rad/s,-0.00589,0.159857,-0.2722,0.4866,91
33,4197.9,9.0,gyro_y,rad/s,-0.174097,0.227137,-0.7567,0.2293,91
33,4197.9,9.0,gyro_z,rad/s,0.036576,0.092815,-0.1521,0.3667,91
33,4197.9,9.0,mag_x,μT,-19.42033,4.252171,-28.31,-15.37,91
33,4197.9,9.0,mag_y,μT,-28.635604,0.693784,-30.69,-27.06,91
33,4197.9,9.0,mag_z,μT,27.228901,5.976941,10.75,31.75,91
34,4402.999,9.9,acc_x,m/s²,0.829888,0.60934,-0.0156,2.4591,100
34,4402.999,9.9,acc_y,m/s²,0.231237,0.61177,-0.4912,2.5266,100
34,4402.999,9.9,acc_z,m/s²,9.883326,0.138424,9.5687,10.3027,100
34,4402.999,9.9,grav_x,m/s²,-0.00058,0.006092,-0.0225,0.0164,100
34,4402.999,9.9,grav_y,m/s²,0.001287,0.006873,-0.012,0.0217,100
34,4402.999,9.9,grav_z,m/s²,9.806585,3.6e-05,9.8065,9.8066,100
34,4402.999,9.9,gyro_x,rad/s,0.002854,0.026248,-0.0898,0.0976,100
34,4402.999,9.9,gyro_y,rad/s,-0.010333,0.067873,-0.1666,0.187,100
34,4402.999,9.9,gyro_z,rad/s,-0.004447,0.021066,-0.0966,0.0435,100
34,4402.999,9.9,mag_x,μT,-15.4428,1.034325,-17.81,-12.69,100
34,4402.999,9.9,mag_y,μT,-32.3362,0.824786,-33.56,-29.87,100
34,4402.999,9.9,mag_z,μT,-5.4064,0.858266,-7.81,-3.31,100
35,4493.999,8.9,acc_x,m/s²,0.24308,0.677126,-3.3648,2.2174,90
35,4493.999,8.9,acc_y,m/s²,-1.442992,0.869237,-3.4562,0.4355,90
35,4493.999,8.9,acc_z,m/s²,9.849711,0.377095,9.0367,11.1143,90
35,4493.999,8.9,grav_x,m/s²,-0.001357,0.011315,-0.0428,0.0297,90
35,4493.999,8.9,grav_y,m/s²,0.000882,0.022846,-0.0666,0.0475,90
35,4493.999,8.9,grav_z,m/s²,9.80656,5.9e-05,9.8064,9.8066,90
35,4493.999,8.9,gyro_x,rad/s,0.006619,0.069129,-0.1551,0.2176,90
35,4493.999,8.9,gyro_y,rad/s,-0.004322,0.037235,-0.1151,0.1066,90
35,4493.999,8.9,gyro_z,rad/s,0.000669,0.03703,-0.1134,0.1155,90
35,4493.999,8.9,mag_x,μT,-10.716556,0.893414,-13.31,-9.19,90
35,4493.999,8.9,mag_y,μT,-28.465889,0.527786,-30.06,-26.81,90
35,4493.999,8.9,mag_z,μT,30.631556,0.460676,29.44,31.44,90
36,4620.0,52.9,acc_x,m/s²,0.195597,0.334289,-0.4457,2.0518,530
36,4620.0,52.9,acc_y,m/s²,0.153046,0.337458,-0.4602,2.2797,530
36,4620.0,52.9,acc_z,m/s²,9.869652,0.125773,8.9909,10.5324,530
36,4620.0,52.9,grav_x,m/s²,0.000647,0.004421,-0.0373,0.0536,530
36,4620.0,52.9,grav_y,m/s²,0.000658,0.005473,-0.0469,0.056,530
36,4620.0,52.9,grav_z,m/s²,9.806591,3.3e-05,9.8063,9.8066,530
36,4620.0,52.9,gyro_x,rad/s,5.2e-05,0.023632,-0.207,0.2419,530
36,4620.0,52.9,gyro_y,rad/s,-0.003016,0.012761,-0.0827,0.0339,530
36,4620.0,52.9,gyro_z,rad/s,0.000659,0.008357,-0.0301,0.0681,530
36,4620.0,52.9,mag_x,μT,-9.281038,0.313627,-10.25,-7.75,530
36,4620.0,52.9,mag_y,μT,-33.771019,0.319993,-34.56,-32.81,530
36,4620.0,52.9,mag_z,μT,-4.986358,0.337847,-6.0,-3.69,530
37,4806.0,59.9,acc_x,m/s²,-0.065667,0.491578,-2.3146,2.4939,600
37,4806.0,59.9,acc_y,m/s²,-0.145926,0.31497,-1.6054,1.0888,600
37,4806.0,59.9,acc_z,m/s²,9.866505,0.135749,9.4573,10.2656,600
37,4806.0,59.9,grav_x,m/s²,-0.000511,0.003645,-0.0215,0.0227,600
37,4806.0,59.9,grav_y,m/s²,-0.000653,0.00267,-0.0136,0.0093,600
37,4806.0,59.9,grav_z,m/s²,9.806591,2.9e-05,9.8065,9.8066,600
37,4806.0,59.9,gyro_x,rad/s,-0.00358,0.017907,-0.0999,0.0542,600
37,4806.0,59.9,gyro_y,rad/s,-0.051208,0.117499,-0.4661,0.0368,600
37,4806.0,59.9,gyro_z,rad/s,0.007457,0.02092,-0.035,0.0903,600
37,4806.0,59.9,mag_x,μT,-1.37795,11.228263,-29.62,5.13,600
37,4806.0,59.9,mag_y,μT,-32.261517,0.937246,-33.75,-27.37,600
37,4806.0,59.9,mag_z,μT,7.37455,3.959126,-5.25,13.81,600
38,4883.999,8.9,acc_x,m/s²,0.630033,1.063846,-2.8167,3.8382,90
38,4883.999,8.9,acc_y,m/s²,-1.072583,1.085278,-3.7882,1.7156,90
38,4883.999,8.9,acc_z,m/s²,9.786482,0.548148,8.4603,11.3302,90
38,4883.999,8.9,grav_x,m/s²,-0.004521,0.019594,-0.0691,0.0445,90
38,4883.999,8.9,grav_y,m/s²,-0.006123,0.031032,-0.0857,0.0682,90
38,4883.999,8.9,grav_z,m/s²,9.806522,0.000116,9.8061,9.8066,90
38,4883.999,8.9,gyro_x,rad/s,-0.02693,0.106019,-0.2977,0.3015,90
38,4883.999,8.9,gyro_y,rad/s,-0.168636,0.190692,-0.5598,0.177,90
38,4883.999,8.9,gyro_z,rad/s,0.026387,0.077979,-0.2884,0.2709,90
38,4883.999,8.9,mag_x,μT,-22.989889,4.780266,-28.75,-16.56,90
38,4883.999,8.9,mag_y,μT,-29.319889,1.154676,-31.81,-27.69,90
38,4883.999,8.9,mag_z,μT,21.700889,8.952083,8.69,31.81,90
39,4928.999,25.9,acc_x,m/s²,0.282883,0.306251,-0.0978,1.8983,260
39,4928.999,25.9,acc_y,m/s²,-0.53714,0.520726,-2.7541,0.6557,260
39,4928.999,25.9,acc_z,m/s²,9.858414,0.115879,9.4564,10.4558,260
39,4928.999,25.9,grav_x,m/s²,0.000628,0.003533,-0.0161,0.0128,260
39,4928.999,25.9,grav_y,m/s²,-0.000822,0.006293,-0.032,0.0265,260
39,4928.999,25.9,grav_z,m/s²,9.806592,2.7e-05,9.8065,9.8066,260
39,4928.999,25.9,gyro_x,rad/s,0.001361,0.021666,-0.0855,0.1153,260
39,4928.999,25.9,gyro_y,rad/s,0.000543,0.018464,-0.0396,0.1252,260
39,4928.999,25.9,gyro_z,rad/s,0.001262,0.01035,-0.0473,0.0413,260
39,4928.999,25.9,mag_x,μT,-16.988769,0.335236,-18.75,-16.31,260
39,4928.999,25.9,mag_y,μT,-28.661808,0.318134,-29.56,-27.75,260
39,4928.999,25.9,mag_z,μT,29.246923,0.417365,28.31,30.5,260
40,5026.999,29.9,acc_x,m/s²,0.449062,0.477221,-0.199,2.4304,300
40,5026.999,29.9,acc_y,m/s²,-0.203835,0.258957,-1.4489,0.0984,300
40,5026.999,29.9,acc_z,m/s²,9.858092,0.130072,9.3761,10.2926,300
40,5026.999,29.9,grav_x,m/s²,0.000841,0.0048,-0.0191,0.023,300
40,5026.999,29.9,grav_y,m/s²,-0.000108,0.00251,-0.0126,0.0098,300
40,5026.999,29.9,grav_z,m/s²,9.806594,2.4e-05,9.8065,9.8066,300
40,5026.999,29.9,gyro_x,rad/s,0.001685,0.021724,-0.0975,0.0798,300
40,5026.999,29.9,gyro_y,rad/s,-0.003276,0.012298,-0.0582,0.0262,300
40,5026.999,29.9,gyro_z,rad/s,0.001006,0.009189,-0.0616,0.0477,300
40,5026.999,29.9,mag_x,μT,-29.1552,0.567406,-30.62,-26.81,300
40,5026.999,29.9,mag_y,μT,-27.9982,1.000609,-29.5,-25.19,300
40,5026.999,29.9,mag_z,μT,14.9481,0.572595,14.0,16.94,300
41,5074.999,14.9,acc_x,m/s²,0.598757,0.516148,-0.124,2.2943,150
41,5074.999,14.9,acc_y,m/s²,-0.340519,0.250068,-1.194,0.0588,150
41,5074.999,14.9,acc_z,m/s²,9.845476,0.129934,9.3963,10.2114,150
41,5074.999,14.9,grav_x,m/s²,0.001323,0.005558,-0.0305,0.023,150
41,5074.999,14.9,grav_y,m/s²,-0.000631,0.003386,-0.0106,0.016,150
41,5074.999,14.9,grav_z,m/s²,9.806593,2.5e-05,9.8065,9.8066,150
41,5074.999,14.9,gyro_x,rad/s,0.000452,0.023002,-0.1205,0.072,150
41,5074.999,14.9,gyro_y,rad/s,0.000369,0.012305,-0.0457,0.0559,150
41,5074.999,14.9,gyro_z,rad/s,0.000935,0.012692,-0.0487,0.0524,150
41,5074.999,14.9,mag_x,μT,-29.549733,0.389904,-30.69,-28.69,150
41,5074.999,14.9,mag_y,μT,-28.017067,0.38176,-29.06,-27.0,150
41,5074.999,14.9,mag_z,μT,15.915467,0.490382,14.13,17.44,150
42,5151.0,23.5,acc_x,m/s²,-0.106032,0.517488,-1.1917,2.2184,236
42,5151.0,23.5,acc_y,m/s²,0.057847,0.508223,-1.2422,1.1016,236
42,5151.0,23.5,acc_z,m/s²,9.873059,0.121061,9.3772,10.3832,236
42,5151.0,23.5,grav_x,m/s²,8.2e-05,0.004264,-0.0112,0.017,236
42,5151.0,23.5,grav_y,m/s²,-0.000402,0.006723,-0.0379,0.0293,236
42,5151.0,23.5,grav_z,m/s²,9.806592,2.7e-05,9.8065,9.8066,236
42,5151.0,23.5,gyro_x,rad/s,0.003554,0.02569,-0.0935,0.1544,236
42,5151.0,23.5,gyro_y,rad/s,0.073177,0.167136,-0.1541,0.5399,236
42,5151.0,23.5,gyro_z,rad/s,-0.008533,0.025409,-0.1024,0.0473,236
42,5151.0,23.5,mag_x,μT,-10.764703,5.159914,-16.19,6.94,236
42,5151.0,23.5,mag_y,μT,-27.556186,0.988276,-31.25,-26.25,236
42,5151.0,23.5,mag_z,μT,32.743432,4.251665,10.94,36.5,236
